dataset_id,split,new_split_role,relative_path,sha256,dhash64_foreground_crop,phash64_foreground_crop
v4_val_0031,val,val,images\val\v4_val_0031.png,0b2040a809303f089dfd377a565b2dd9de47884ae9f38ac9f6b326e2e40257db,0113131d39c10000,fa69c5943262cf0d
v4_val_0032,val,val,images\val\v4_val_0032.png,a94626df4aa5b72c9630773c1c8f1c54b5e903e6885782e4b9fb5578477bacd1,010105031a386000,fbe29611614e98f1
v4_val_0033,val,val,images\val\v4_val_0033.png,a9f48fa8dc3d602115d8b83550d4060475c2c1f297f49323ecdf475fcaac23eb,2030101c1761c180,bab48c4e7183cb6c
v4_val_0034,val,val,images\val\v4_val_0034.png,c8b2f56dc607845ac07e9120f4a384da4737852ec7d2dd3f8764e891553cf77d,08080c256141c180,ea7095cb4e24b173
v4_val_0035,val,val,images\val\v4_val_0035.png,3c39931e914492d7f164fc2e4b286440f775ce1651b37a3fccf703a400c13897,0129191d63c18080,ea7884cf6f30914d
v4_val_0036,val,val,images\val\v4_val_0036.png,39ce12047390f8e48d1e6f0f2da3af8b362dba142510ec2b20ba524d834da25a,012939173161c080,ba78878f60619e9c
v4_val_0037,val,val,images\val\v4_val_0037.png,24dbfefb0de0b83da5dcf1637c204203902816c6b4eb866b70fd8d556f4b8d33,040c1713b1316000,bae1871ed89d0de0
v4_val_0038,val,val,images\val\v4_val_0038.png,0a15a4fe0ecd58903649c848edfe555cd4b6953902af4b0159c436ab243c34d7,80c0603909000100,fa1c8563629c9c67
v4_val_0039,val,val,images\val\v4_val_0039.png,fd466e477c597c551399ec2752eb9a90b53c9445f4c47c7a7af97833ee2f4968,6071310309090901,be1f9787e0607898
v4_val_0040,val,val,images\val\v4_val_0040.png,ed02ba4e228613637cd7f1464b2c374270ffc1e9b4bcdc71e2f1f74256f50031,010101090f8c1830,fac09d276e19e234
